2011-06-12 09:48:54,390 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'org.springframework.http.converter.xml.MarshallingHttpMessageConverter#ec4a87'
2011-06-12 09:48:54,406 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'org.springframework.oxm.xstream.XStreamMarshaller#1ebd75b'
2011-06-12 09:48:54,625 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Invoking afterPropertiesSet() on bean with name 'org.springframework.oxm.xstream.XStreamMarshaller#1ebd75b'
2011-06-12 09:48:54,625 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Finished creating instance of bean 'org.springframework.oxm.xstream.XStreamMarshaller#1ebd75b'
2011-06-12 09:48:54,640 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Finished creating instance of bean 'org.springframework.http.converter.xml.MarshallingHttpMessageConverter#ec4a87'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Finished creating instance of bean 'restTemplate'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor  - Autowiring by type from bean name 'articleClient' to bean named 'restTemplate'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Finished creating instance of bean 'articleClient'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'restTemplate'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating shared instance of singleton bean 'articleService'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'articleService'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Eagerly caching bean 'articleService' to allow for resolving potential circular references
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Finished creating instance of bean 'articleService'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating shared instance of singleton bean 'baseService'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'baseService'
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.annotation.InjectionMetadata  - Found injected element on class [com.soar.ax.service.BaseService]: AutowiredFieldElement for protected com.soar.ax.dao.HibernateGeneralDao com.soar.ax.service.BaseService.hibernateGeneralDao
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.annotation.InjectionMetadata  - Found injected element on class [com.soar.ax.service.BaseService]: AutowiredFieldElement for protected com.soar.ax.dao.MyBatisGeneralDao com.soar.ax.service.BaseService.myBatisGeneralDao
2011-06-12 09:48:54,656 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Eagerly caching bean 'baseService' to allow for resolving potential circular references
